experiment,relative_path,disposition,referenced,has_checkpoint,has_structured_result,file_count,size_bytes,reason
pi_jwm_v8_m5_recurrent_composite_cpu128_e2,代码\artifacts\experiments\pi_jwm_v8_m5_recurrent_composite_cpu128_e2,retain,false,true,true,4,555119,retained evidence or conservative default
pi_jwm_v8_moe_cross_aux_cpu128_e2,代码\artifacts\experiments\pi_jwm_v8_moe_cross_aux_cpu128_e2,retain,false,true,true,3,243960,retained evidence or conservative default
pi_jwm_v8_recurrent_latent_cross_aux_cpu128_e2,代码\artifacts\experiments\pi_jwm_v8_recurrent_latent_cross_aux_cpu128_e2,retain,false,true,true,3,280227,retained evidence or conservative default
pi_jwm_v8_stgcn_full_cross_aux_cpu128_e2,代码\artifacts\experiments\pi_jwm_v8_stgcn_full_cross_aux_cpu128_e2,retain,false,true,true,4,964181,retained evidence or conservative default
pi_jwm_v8_stgcn_light_cross_aux_cpu128_e2,代码\artifacts\experiments\pi_jwm_v8_stgcn_light_cross_aux_cpu128_e2,retain,false,true,true,3,424360,retained evidence or conservative default
pi_jwm_v8_temporal_conv_cross_aux_cpu128_e2,代码\artifacts\experiments\pi_jwm_v8_temporal_conv_cross_aux_cpu128_e2,retain,false,true,true,3,358068,retained evidence or conservative default
pi_jwm_v9_active_mass_allocator_20260617,代码\artifacts\experiments\pi_jwm_v9_active_mass_allocator_20260617,retain,true,true,true,23,12884881,referenced by active code or documentation
pi_jwm_v9_active_mass_allocator_cpu_smoke_20260617,代码\artifacts\experiments\pi_jwm_v9_active_mass_allocator_cpu_smoke_20260617,manual-review,false,true,true,4,257641,transient-looking run retains checkpoint or structured result
pi_jwm_v9_adaptive_sparse_edge_20260616,代码\artifacts\experiments\pi_jwm_v9_adaptive_sparse_edge_20260616,retain,true,false,true,9,1056958,referenced by active code or documentation
pi_jwm_v9_balanced_rate_gpu_20260619,代码\artifacts\experiments\pi_jwm_v9_balanced_rate_gpu_20260619,retain,true,true,true,46,21289024,referenced by active code or documentation
pi_jwm_v9_bmc_cpu_smoke_20260619,代码\artifacts\experiments\pi_jwm_v9_bmc_cpu_smoke_20260619,manual-review,false,true,true,4,148626,transient-looking run retains checkpoint or structured result
pi_jwm_v9_bmc_expanded_v2_cpu_smoke_20260619,代码\artifacts\experiments\pi_jwm_v9_bmc_expanded_v2_cpu_smoke_20260619,manual-review,false,true,true,4,148524,transient-looking run retains checkpoint or structured result
pi_jwm_v9_bmc_sigma5_cpu_smoke_20260619,代码\artifacts\experiments\pi_jwm_v9_bmc_sigma5_cpu_smoke_20260619,manual-review,false,true,true,4,148641,transient-looking run retains checkpoint or structured result
pi_jwm_v9_bottleneck_diagnosis_20260619,代码\artifacts\experiments\pi_jwm_v9_bottleneck_diagnosis_20260619,retain,true,false,true,12,95922,referenced by active code or documentation
pi_jwm_v9_bottleneck_diagnosis_multi_20260619,代码\artifacts\experiments\pi_jwm_v9_bottleneck_diagnosis_multi_20260619,retain,false,false,true,12,192515,retained evidence or conservative default
pi_jwm_v9_c9_dual_head_20260617,代码\artifacts\experiments\pi_jwm_v9_c9_dual_head_20260617,retain,true,false,true,13,2484804,referenced by active code or documentation
pi_jwm_v9_c9_dual_head_cpu_smoke_20260617,代码\artifacts\experiments\pi_jwm_v9_c9_dual_head_cpu_smoke_20260617,manual-review,false,true,true,4,239808,transient-looking run retains checkpoint or structured result
pi_jwm_v9_c9_repair_20260617,代码\artifacts\experiments\pi_jwm_v9_c9_repair_20260617,retain,true,false,true,13,2140637,referenced by active code or documentation
pi_jwm_v9_candidate_hurdle_event_20260615,代码\artifacts\experiments\pi_jwm_v9_candidate_hurdle_event_20260615,retain,true,false,true,10,1214504,referenced by active code or documentation
pi_jwm_v9_cpu_gate_20260619,代码\artifacts\experiments\pi_jwm_v9_cpu_gate_20260619,retain,false,false,true,1,3686,retained evidence or conservative default
pi_jwm_v9_dynamic_hard_negative_20260617,代码\artifacts\experiments\pi_jwm_v9_dynamic_hard_negative_20260617,retain,true,false,true,9,1131971,referenced by active code or documentation
pi_jwm_v9_dynamic_hard_negative_cpu_smoke_20260617,代码\artifacts\experiments\pi_jwm_v9_dynamic_hard_negative_cpu_smoke_20260617,retain,true,true,true,4,228693,referenced by active code or documentation
pi_jwm_v9_event_memory_activity_routing_20260616,代码\artifacts\experiments\pi_jwm_v9_event_memory_activity_routing_20260616,retain,true,false,true,10,2137319,referenced by active code or documentation
pi_jwm_v9_existing_checkpoint_operating_search_fast_20260617,代码\artifacts\experiments\pi_jwm_v9_existing_checkpoint_operating_search_fast_20260617,retain,false,false,true,6,680102,retained evidence or conservative default
pi_jwm_v9_expanded_v2_gpu_20260619,代码\artifacts\experiments\pi_jwm_v9_expanded_v2_gpu_20260619,retain,true,true,true,40,20133818,referenced by active code or documentation
pi_jwm_v9_gate_aware_selection_20260617,代码\artifacts\experiments\pi_jwm_v9_gate_aware_selection_20260617,retain,true,false,true,12,1552301,referenced by active code or documentation
pi_jwm_v9_gate_aware_selection_cpu_smoke_20260617,代码\artifacts\experiments\pi_jwm_v9_gate_aware_selection_cpu_smoke_20260617,manual-review,false,true,true,4,229253,transient-looking run retains checkpoint or structured result
pi_jwm_v9_gate_calibration_cpu_smoke_20260617,代码\artifacts\experiments\pi_jwm_v9_gate_calibration_cpu_smoke_20260617,retain,true,false,true,3,6295,referenced by active code or documentation
pi_jwm_v9_gate_mode_cpu_smoke_20260616,代码\artifacts\experiments\pi_jwm_v9_gate_mode_cpu_smoke_20260616,manual-review,false,true,true,4,236451,transient-looking run retains checkpoint or structured result
pi_jwm_v9_gate_scale_calibration_20260617,代码\artifacts\experiments\pi_jwm_v9_gate_scale_calibration_20260617,retain,true,false,true,3,122372,referenced by active code or documentation
pi_jwm_v9_hard_rate_gate_calibration_20260617,代码\artifacts\experiments\pi_jwm_v9_hard_rate_gate_calibration_20260617,retain,true,false,true,3,242304,referenced by active code or documentation
pi_jwm_v9_high_rate_link_balance_20260617,代码\artifacts\experiments\pi_jwm_v9_high_rate_link_balance_20260617,retain,true,false,true,11,1651989,referenced by active code or documentation
pi_jwm_v9_high_rate_weight_20260617,代码\artifacts\experiments\pi_jwm_v9_high_rate_weight_20260617,retain,true,false,true,11,1651212,referenced by active code or documentation
pi_jwm_v9_hurdle_event_cpu_smoke_20260615,代码\artifacts\experiments\pi_jwm_v9_hurdle_event_cpu_smoke_20260615,manual-review,false,true,true,4,236093,transient-looking run retains checkpoint or structured result
pi_jwm_v9_hurdle_gate_calibration_20260617,代码\artifacts\experiments\pi_jwm_v9_hurdle_gate_calibration_20260617,retain,true,false,true,3,89440,referenced by active code or documentation
pi_jwm_v9_hurdle_gate_mode_20260616,代码\artifacts\experiments\pi_jwm_v9_hurdle_gate_mode_20260616,retain,true,false,true,9,990337,referenced by active code or documentation
pi_jwm_v9_hurdle_refine_20260615,代码\artifacts\experiments\pi_jwm_v9_hurdle_refine_20260615,retain,true,false,true,17,2272057,referenced by active code or documentation
pi_jwm_v9_hybrid_activity_rate_20260616,代码\artifacts\experiments\pi_jwm_v9_hybrid_activity_rate_20260616,retain,false,false,true,8,12694,retained evidence or conservative default
pi_jwm_v9_lds_cpu_smoke64_20260619,代码\artifacts\experiments\pi_jwm_v9_lds_cpu_smoke64_20260619,manual-review,false,true,true,4,151977,transient-looking run retains checkpoint or structured result
pi_jwm_v9_lds_cpu_smoke_20260619,代码\artifacts\experiments\pi_jwm_v9_lds_cpu_smoke_20260619,manual-review,false,true,true,4,151039,transient-looking run retains checkpoint or structured result
pi_jwm_v9_positive_rate_specialist_20260616,代码\artifacts\experiments\pi_jwm_v9_positive_rate_specialist_20260616,retain,true,false,true,14,2870328,referenced by active code or documentation
pi_jwm_v9_positive_rate_specialist_cpu_smoke_20260616,代码\artifacts\experiments\pi_jwm_v9_positive_rate_specialist_cpu_smoke_20260616,retain,true,true,true,4,205879,referenced by active code or documentation
pi_jwm_v9_predicted_w1_repro_20260617,代码\artifacts\experiments\pi_jwm_v9_predicted_w1_repro_20260617,retain,true,false,true,9,1234129,referenced by active code or documentation
pi_jwm_v9_research_20260616,代码\artifacts\experiments\pi_jwm_v9_research_20260616,retain,true,false,true,12,136764,referenced by active code or documentation
pi_jwm_v9_selective_soft_gate_small_20260617,代码\artifacts\experiments\pi_jwm_v9_selective_soft_gate_small_20260617,retain,true,false,true,3,49834,referenced by active code or documentation
pi_jwm_v9_teacher_gate_high_rate_20260617,代码\artifacts\experiments\pi_jwm_v9_teacher_gate_high_rate_20260617,retain,true,false,true,11,1651590,referenced by active code or documentation
pi_jwm_v9_topk_checkpoint_20260617,代码\artifacts\experiments\pi_jwm_v9_topk_checkpoint_20260617,retain,true,false,true,23,27271159,referenced by active code or documentation
pi_jwm_v9_train_gate_power_20260617,代码\artifacts\experiments\pi_jwm_v9_train_gate_power_20260617,retain,true,false,true,11,1595794,referenced by active code or documentation
pi_jwm_v9_train_gate_power_calibration_20260617,代码\artifacts\experiments\pi_jwm_v9_train_gate_power_calibration_20260617,retain,true,false,true,3,85333,referenced by active code or documentation
pi_jwm_v9_tweedie_positive_rate_20260617,代码\artifacts\experiments\pi_jwm_v9_tweedie_positive_rate_20260617,retain,true,false,true,11,1581482,referenced by active code or documentation
